Date,Product,Produced,Stock
2025-04-16,Widget A,55,126
2025-10-21,Widget D,49,302
2025-05-08,Widget D,21,323
2025-11-01,Widget D,82,130
2025-03-28,Widget E,65,56
2025-03-19,Widget A,48,142
2025-07-05,Widget E,74,420
2025-03-16,Widget C,44,448
2025-05-02,Widget C,69,179
2025-11-12,Widget C,33,425
2025-10-19,Widget D,48,168
2025-12-08,Widget B,81,363
2025-11-21,Widget A,65,209
2025-01-31,Widget B,66,439
2025-05-01,Widget D,35,209
2025-02-15,Widget E,92,233
2025-12-01,Widget C,63,265
2025-05-04,Widget E,67,179
2025-11-29,Widget E,97,336
2025-05-27,Widget B,91,474
2025-09-23,Widget A,96,150
2025-04-10,Widget C,96,303
2025-05-09,Widget A,39,75
2025-12-04,Widget A,52,446
2025-01-21,Widget C,94,205
2025-10-12,Widget A,52,487
2025-05-23,Widget C,89,491
2025-07-06,Widget E,20,422
2025-11-20,Widget E,47,436
2025-03-02,Widget C,67,129
2025-07-17,Widget B,99,369
2025-10-01,Widget E,21,264
2025-09-06,Widget A,22,415
2025-01-14,Widget E,24,414
2025-09-11,Widget B,89,302
2025-12-26,Widget D,53,238
2025-09-15,Widget E,49,162
2025-10-13,Widget D,54,299
2025-03-01,Widget C,37,303
2025-09-14,Widget C,40,120
2025-01-29,Widget D,74,126
2025-08-12,Widget B,51,312
2025-09-01,Widget D,33,203
2025-01-03,Widget E,82,238
2025-09-18,Widget A,77,61
2025-09-21,Widget C,59,348
2025-08-05,Widget C,42,373
2025-04-29,Widget C,77,277
2025-10-26,Widget E,20,446
2025-10-07,Widget D,20,392
2025-05-01,Widget A,22,167
2025-03-01,Widget E,88,331
2025-04-20,Widget D,96,252
2025-07-24,Widget A,70,442
2025-04-06,Widget B,53,71
2025-11-01,Widget A,89,115
2025-02-04,Widget B,39,482
2025-12-31,Widget C,71,120
2025-01-11,Widget D,94,420
2025-08-11,Widget E,98,436
2025-10-02,Widget A,92,341
2025-08-19,Widget B,28,314
2025-01-21,Widget A,61,394
2025-01-12,Widget C,98,69
2025-08-04,Widget A,34,408
2025-07-30,Widget D,90,198
2025-05-07,Widget C,20,447
2025-07-13,Widget D,85,183
2025-07-17,Widget D,36,121
2025-01-01,Widget C,54,68
2025-04-01,Widget B,58,431
2025-03-24,Widget C,33,412
2025-09-12,Widget E,89,215
2025-11-18,Widget E,34,167
2025-06-16,Widget C,53,291
2025-10-03,Widget C,67,491
2025-04-22,Widget E,83,124
2025-04-30,Widget E,45,321
2025-08-10,Widget E,25,252
2025-02-07,Widget E,73,402
2025-08-15,Widget C,94,282
2025-02-06,Widget A,39,195
2025-04-11,Widget C,80,441
2025-09-01,Widget B,24,335
2025-06-06,Widget B,22,337
2025-09-15,Widget A,76,497
2025-09-10,Widget D,43,439
2025-05-22,Widget B,26,102
2025-09-27,Widget B,77,171
2025-12-08,Widget D,60,445
2025-01-07,Widget D,82,81
2025-10-30,Widget E,95,447
2025-07-05,Widget D,93,443
2025-07-09,Widget C,71,57
2025-11-04,Widget B,41,160
2025-08-12,Widget D,53,383
2025-10-27,Widget D,28,264
2025-07-07,Widget D,64,207
2025-08-20,Widget C,21,399
2025-10-28,Widget C,76,187
2025-12-05,Widget C,69,228
2025-10-31,Widget E,59,214
2025-04-20,Widget C,49,451
2025-08-28,Widget B,34,94
2025-07-19,Widget C,82,392
2025-03-13,Widget B,37,330
2025-08-14,Widget D,54,222
2025-07-17,Widget D,68,102
2025-05-15,Widget E,86,297
2025-11-30,Widget C,42,472
2025-08-29,Widget C,31,200
2025-08-31,Widget D,34,77
2025-12-01,Widget D,80,103
2025-05-26,Widget D,42,174
2025-03-29,Widget D,91,75
2025-05-16,Widget D,27,237
2025-01-11,Widget C,81,139
2025-11-17,Widget D,77,415
2025-07-24,Widget B,99,287
2025-09-16,Widget A,31,256
2025-09-14,Widget E,80,116
2025-05-25,Widget A,92,436
2025-09-12,Widget B,38,92
2025-07-18,Widget E,91,115
2025-03-22,Widget D,81,484
2025-03-28,Widget B,22,430
2025-09-28,Widget E,66,489
2025-12-03,Widget B,59,431
2025-12-17,Widget C,42,363
2025-11-13,Widget E,90,393
2025-08-02,Widget A,88,366
2025-01-03,Widget D,48,262
2025-04-04,Widget E,59,221
2025-07-25,Widget E,61,243
2025-05-03,Widget C,38,336
2025-12-08,Widget A,68,310
2025-05-09,Widget D,100,326
2025-07-21,Widget C,100,123
2025-01-28,Widget C,79,207
2025-08-27,Widget D,86,76
2025-01-15,Widget A,45,273
2025-11-22,Widget D,57,369
2025-03-15,Widget B,60,346
2025-06-16,Widget C,87,54
2025-02-06,Widget A,29,439
2025-06-06,Widget C,76,156
2025-03-15,Widget D,53,366
2025-07-24,Widget C,73,446
2025-05-27,Widget B,70,137
2025-10-09,Widget A,20,274
2025-12-26,Widget E,82,203
2025-10-02,Widget E,88,178
2025-05-18,Widget D,54,384
2025-01-20,Widget A,36,75
2025-12-28,Widget D,30,360
2025-11-17,Widget B,91,137
2025-01-08,Widget D,36,212
2025-10-02,Widget E,98,485
2025-02-28,Widget B,27,261
2025-02-06,Widget C,73,121
2025-03-08,Widget D,38,281
2025-04-17,Widget D,65,214
2025-08-02,Widget E,69,389
2025-09-18,Widget C,51,427
2025-03-29,Widget C,42,133
2025-09-17,Widget C,88,253
2025-04-05,Widget B,33,139
2025-08-14,Widget E,58,190
2025-03-12,Widget D,84,276
2025-06-18,Widget D,40,327
2025-10-30,Widget D,62,88
2025-06-09,Widget A,42,224
2025-12-21,Widget C,85,106
2025-02-04,Widget C,55,137
2025-04-28,Widget A,74,473
2025-06-18,Widget B,74,447
2025-11-26,Widget C,86,334
2025-05-17,Widget B,68,371
2025-12-18,Widget D,75,484
2025-03-05,Widget C,54,197
2025-08-19,Widget A,98,78
2025-06-28,Widget A,70,212
2025-07-05,Widget D,55,52
2025-02-28,Widget E,53,329
2025-01-09,Widget E,64,117
2025-07-30,Widget B,45,495
2025-09-06,Widget D,57,122
2025-12-08,Widget A,26,282
2025-05-08,Widget E,98,246
2025-09-05,Widget C,61,205
2025-10-13,Widget E,58,329
2025-11-23,Widget E,59,321
2025-02-15,Widget C,28,293
2025-06-07,Widget E,55,195
2025-11-26,Widget B,62,314
2025-08-17,Widget A,65,330
2025-07-19,Widget B,25,312
2025-11-17,Widget E,73,270
2025-11-06,Widget A,87,464
2025-04-06,Widget C,85,376
2025-06-04,Widget C,24,142
2025-10-01,Widget C,90,280
2025-12-20,Widget B,20,86
2025-09-30,Widget A,66,242
2025-04-02,Widget C,24,448
2025-10-18,Widget C,83,441
2025-03-17,Widget D,90,441
2025-10-11,Widget C,30,375
2025-08-24,Widget C,21,69
2025-11-30,Widget E,83,387
2025-05-04,Widget C,56,245
2025-11-18,Widget D,27,119
2025-07-27,Widget C,65,127
2025-06-21,Widget B,51,430
2025-06-30,Widget E,49,188
2025-08-09,Widget B,60,268
2025-07-02,Widget B,68,116
2025-04-30,Widget E,51,337
2025-06-13,Widget D,68,128
2025-03-06,Widget C,82,276
2025-05-17,Widget C,30,124
2025-02-03,Widget B,97,99
2025-08-31,Widget C,67,483
2025-02-20,Widget A,97,160
2025-10-16,Widget E,34,286
2025-03-28,Widget B,39,436
2025-03-14,Widget A,29,486
2025-12-10,Widget E,85,375
2025-07-08,Widget B,23,448
2025-12-09,Widget C,56,127
2025-11-16,Widget D,43,212
2025-04-18,Widget D,78,417
2025-08-06,Widget B,62,412
2025-05-16,Widget C,46,121
2025-07-31,Widget C,45,285
2025-06-23,Widget E,88,293
2025-01-14,Widget B,74,405
2025-05-06,Widget C,27,479
2025-12-06,Widget C,94,329
2025-12-15,Widget E,36,452
2025-03-11,Widget E,29,425
2025-02-15,Widget D,55,410
2025-01-24,Widget E,33,481
2025-07-14,Widget C,45,216
2025-10-26,Widget E,81,59
2025-01-28,Widget C,20,436
2025-10-13,Widget D,28,304
2025-02-01,Widget A,100,151
2025-04-26,Widget E,86,303
2025-01-16,Widget A,57,212
2025-10-26,Widget E,48,440
2025-05-22,Widget B,44,261
2025-06-18,Widget A,69,267
2025-08-11,Widget B,75,220
2025-12-06,Widget E,98,462
2025-10-22,Widget D,100,167
2025-12-25,Widget A,66,223
2025-10-27,Widget C,22,290
2025-10-11,Widget D,79,59
2025-09-12,Widget D,69,318
2025-08-06,Widget E,85,206
2025-01-07,Widget A,79,419
2025-06-14,Widget C,41,495
2025-05-06,Widget E,42,239
2025-12-27,Widget E,35,116
2025-10-28,Widget A,85,296
2025-07-23,Widget B,37,409
2025-01-14,Widget E,81,221
2025-11-22,Widget A,56,276
2025-10-29,Widget C,87,135
2025-04-05,Widget A,36,373
2025-11-26,Widget B,53,194
2025-06-26,Widget B,37,184
2025-06-17,Widget D,21,446
2025-04-07,Widget B,34,483
2025-04-26,Widget D,85,429
2025-08-02,Widget C,42,376
2025-08-16,Widget C,91,340
2025-06-21,Widget A,26,160
2025-02-11,Widget B,35,116
2025-06-25,Widget A,80,335
2025-11-19,Widget B,36,104
2025-11-27,Widget A,70,408
2025-12-02,Widget B,64,314
2025-11-14,Widget E,32,216
2025-06-30,Widget E,27,102
2025-12-02,Widget A,97,282
2025-10-04,Widget C,28,345
2025-10-06,Widget B,34,167
2025-04-16,Widget D,79,88
2025-11-20,Widget C,60,277
2025-07-17,Widget A,56,386
2025-02-13,Widget A,88,465
2025-06-17,Widget E,100,98
2025-05-28,Widget E,88,419
2025-04-15,Widget D,45,480
2025-06-22,Widget A,49,424
2025-04-08,Widget E,52,485
2025-04-11,Widget E,94,397
2025-08-12,Widget B,30,417
2025-01-29,Widget E,21,199
2025-01-18,Widget D,62,300
2025-04-18,Widget E,30,304
2025-04-29,Widget B,21,155
2025-02-13,Widget A,59,365
2025-07-03,Widget D,60,103
2025-04-04,Widget D,84,394
2025-07-25,Widget B,60,365
2025-09-14,Widget B,24,475
2025-04-16,Widget A,91,461
2025-11-17,Widget E,53,458
2025-05-04,Widget E,22,356
2025-11-20,Widget D,57,194
2025-07-13,Widget B,71,123
2025-03-26,Widget C,47,473
2025-06-19,Widget E,74,92
2025-05-10,Widget A,99,238
2025-10-28,Widget D,100,55
2025-04-27,Widget C,43,206
2025-10-12,Widget A,89,205
2025-02-19,Widget A,58,294
2025-08-07,Widget C,60,432
2025-08-08,Widget B,53,441
2025-01-06,Widget A,38,161
2025-09-03,Widget E,43,425
2025-03-02,Widget B,97,451
2025-09-11,Widget D,51,91
2025-05-31,Widget A,75,304
2025-09-26,Widget C,91,394
2025-09-14,Widget E,29,363
2025-01-11,Widget D,81,382
2025-05-07,Widget E,100,212
2025-06-06,Widget A,76,67
2025-12-14,Widget D,86,221
2025-11-06,Widget D,40,71
2025-06-13,Widget C,21,373
2025-06-19,Widget D,67,56
2025-12-21,Widget E,44,195
2025-11-14,Widget D,45,280
2025-06-10,Widget D,43,239
2025-04-14,Widget E,79,81
2025-07-11,Widget D,85,133
2025-12-22,Widget B,83,346
2025-08-12,Widget A,94,222
2025-03-14,Widget B,34,481
2025-05-17,Widget E,35,304
2025-06-21,Widget D,58,188
2025-04-05,Widget C,41,208
2025-05-07,Widget C,46,493
2025-11-16,Widget A,65,194
2025-05-24,Widget D,48,183
2025-11-27,Widget E,81,414
2025-08-08,Widget C,60,477
2025-02-12,Widget E,76,162
2025-10-27,Widget E,75,442
2025-03-26,Widget E,22,262
2025-02-22,Widget A,95,429
2025-08-13,Widget A,47,142
2025-07-06,Widget E,57,483
2025-08-09,Widget C,84,205
2025-06-09,Widget D,39,153
2025-03-03,Widget E,89,340
2025-09-18,Widget B,73,329
2025-06-25,Widget D,73,338
2025-01-02,Widget A,21,108
2025-09-14,Widget D,75,156
2025-05-24,Widget C,26,102
2025-12-05,Widget A,63,136
2025-09-28,Widget B,44,257
2025-11-21,Widget C,44,418
2025-11-27,Widget D,81,315
2025-02-09,Widget B,34,249
2025-05-10,Widget B,37,133
2025-01-15,Widget A,63,104
2025-10-21,Widget D,63,114
2025-04-01,Widget C,72,430
2025-04-07,Widget B,21,249
2025-04-29,Widget D,40,100
2025-08-12,Widget D,57,129
2025-12-15,Widget A,99,67
2025-12-03,Widget B,22,203
2025-10-03,Widget D,25,61
2025-02-13,Widget B,78,396
2025-10-30,Widget C,67,153
2025-11-14,Widget C,47,287
2025-12-23,Widget D,69,432
2025-05-13,Widget D,97,196
2025-08-28,Widget D,24,383
2025-02-05,Widget C,39,500
2025-04-22,Widget D,29,108
2025-07-22,Widget E,54,306
2025-05-09,Widget D,89,481
2025-09-27,Widget A,76,183
2025-07-11,Widget E,42,350
2025-08-04,Widget A,38,68
2025-12-30,Widget C,91,349
2025-10-30,Widget A,39,351
2025-06-17,Widget E,25,195
2025-06-03,Widget E,68,287
2025-10-15,Widget C,33,439
2025-11-08,Widget B,77,257
2025-12-12,Widget C,77,179
2025-11-10,Widget C,64,257
2025-02-26,Widget C,45,448
2025-12-07,Widget D,96,413
2025-06-04,Widget D,46,124
2025-09-18,Widget C,44,167
2025-11-23,Widget A,25,113
2025-08-12,Widget A,94,199
2025-03-17,Widget E,85,298
2025-01-19,Widget B,69,154
2025-11-17,Widget A,53,145
2025-10-25,Widget D,38,249
2025-10-03,Widget A,49,90
2025-11-12,Widget A,52,390
2025-10-29,Widget B,48,257
2025-11-03,Widget B,91,290
2025-04-30,Widget A,37,128
2025-09-01,Widget C,41,421
2025-12-18,Widget A,94,85
2025-06-20,Widget C,22,390
2025-11-08,Widget E,63,277
2025-01-10,Widget B,63,316
2025-01-08,Widget C,96,354
2025-11-02,Widget C,56,228
2025-10-23,Widget C,24,264
2025-10-07,Widget B,98,79
2025-12-02,Widget B,98,351
2025-08-31,Widget D,48,158
2025-03-01,Widget A,48,314
2025-12-26,Widget B,97,196
2025-01-26,Widget B,51,277
2025-12-06,Widget A,95,399
2025-04-14,Widget A,22,420
2025-05-08,Widget D,52,187
2025-01-22,Widget D,29,436
2025-03-20,Widget D,99,94
2025-10-24,Widget C,44,227
2025-01-31,Widget A,73,262
2025-02-04,Widget D,60,395
2025-10-23,Widget B,76,187
2025-10-04,Widget A,74,495
2025-10-06,Widget A,73,422
2025-05-03,Widget A,49,279
2025-07-08,Widget E,100,346
2025-09-02,Widget D,97,437
2025-05-19,Widget B,100,441
2025-03-18,Widget C,36,224
2025-05-14,Widget D,90,75
2025-03-31,Widget B,97,478
2025-09-21,Widget C,40,181
2025-04-04,Widget B,64,64
2025-06-19,Widget C,91,219
2025-03-29,Widget E,64,105
2025-01-02,Widget C,82,385
2025-10-22,Widget A,91,200
2025-04-22,Widget A,23,124
2025-02-03,Widget C,96,477
2025-01-27,Widget A,20,332
2025-05-15,Widget E,74,70
2025-07-30,Widget A,60,219
2025-03-02,Widget C,97,270
2025-01-14,Widget D,88,422
2025-03-13,Widget C,33,449
2025-09-17,Widget A,97,301
2025-03-30,Widget C,45,220
2025-07-14,Widget A,80,334
2025-04-26,Widget C,74,240
2025-04-12,Widget D,30,456
2025-11-04,Widget A,49,463
2025-07-03,Widget A,93,474
2025-08-18,Widget D,82,189
2025-03-03,Widget B,36,452
2025-11-10,Widget B,27,414
2025-02-13,Widget C,23,225
2025-04-22,Widget A,77,246
2025-11-09,Widget D,25,56
2025-10-25,Widget A,23,128
2025-02-18,Widget A,34,94
2025-12-04,Widget A,98,318
2025-02-21,Widget E,51,71
2025-10-16,Widget D,42,477
2025-08-13,Widget E,92,212
2025-07-11,Widget E,29,64
2025-12-19,Widget C,48,337
2025-02-25,Widget B,61,284
2025-03-08,Widget D,71,188
2025-10-13,Widget A,84,347
2025-06-29,Widget B,65,384
2025-03-30,Widget D,33,416
2025-08-15,Widget D,80,267
2025-06-25,Widget E,60,257
2025-10-11,Widget D,34,69
2025-09-18,Widget B,28,136
2025-01-21,Widget B,24,409
2025-04-22,Widget C,25,228
2025-02-15,Widget D,85,317
2025-08-10,Widget D,48,117
2025-12-31,Widget D,37,308
2025-08-08,Widget C,56,285
2025-07-18,Widget A,28,422
2025-07-27,Widget E,58,309
2025-04-08,Widget C,29,437
2025-12-20,Widget B,34,350
2025-11-29,Widget B,60,266
2025-03-18,Widget E,56,235
2025-03-25,Widget A,89,254
2025-08-27,Widget C,44,210
2025-05-23,Widget E,92,91
2025-02-09,Widget A,97,374
2025-06-20,Widget C,35,201
2025-07-07,Widget A,71,459
2025-09-21,Widget A,34,181
2025-12-06,Widget E,95,437
2025-07-06,Widget C,54,128
2025-07-19,Widget A,33,51
2025-11-03,Widget C,20,482
2025-06-03,Widget B,65,414
2025-07-22,Widget E,82,313
2025-09-17,Widget C,69,330
2025-11-01,Widget E,63,306
2025-04-07,Widget C,66,304
2025-07-21,Widget C,59,99
2025-03-26,Widget A,41,498
2025-07-10,Widget A,64,135
2025-01-08,Widget C,34,436
2025-07-16,Widget C,77,307
2025-05-13,Widget E,20,412
2025-08-01,Widget E,65,333
2025-10-05,Widget B,28,246
2025-05-01,Widget A,55,345
2025-07-06,Widget B,97,408
2025-01-19,Widget C,58,425
2025-06-18,Widget B,35,421
2025-01-19,Widget B,65,484
2025-08-30,Widget C,71,158
2025-02-13,Widget B,28,154
2025-02-23,Widget D,100,402
2025-11-30,Widget D,87,381
2025-03-04,Widget D,24,430
2025-04-02,Widget D,36,439
2025-03-30,Widget E,54,50
2025-07-29,Widget B,48,78
2025-04-25,Widget A,80,365
2025-05-21,Widget D,63,92
2025-03-21,Widget D,51,404
2025-03-28,Widget A,22,329
2025-01-08,Widget C,32,189
2025-07-13,Widget E,46,358
2025-09-14,Widget B,59,138
2025-12-24,Widget B,48,51
2025-03-14,Widget E,80,110
2025-02-08,Widget B,65,419
2025-04-22,Widget B,44,312
2025-06-15,Widget C,91,458
2025-04-24,Widget D,74,80
2025-12-08,Widget B,23,137
2025-05-14,Widget B,84,241
2025-03-01,Widget C,28,374
2025-04-14,Widget D,92,223
2025-04-22,Widget A,41,414
2025-07-13,Widget E,86,319
2025-11-27,Widget B,39,107
2025-07-15,Widget D,84,354
2025-05-16,Widget A,38,427
2025-10-19,Widget E,31,367
2025-08-18,Widget C,23,324
2025-04-27,Widget A,27,446
2025-05-13,Widget D,50,209
2025-09-26,Widget B,91,416
2025-06-08,Widget D,38,238
2025-11-22,Widget A,74,446
2025-04-24,Widget B,85,380
2025-07-30,Widget C,90,261
2025-12-22,Widget E,45,115
2025-07-03,Widget A,25,277
2025-07-16,Widget A,70,499
2025-04-08,Widget C,33,343
2025-01-04,Widget A,83,79
2025-02-10,Widget D,51,120
2025-07-07,Widget D,68,443
2025-10-17,Widget C,67,390
2025-11-14,Widget D,36,79
2025-04-14,Widget D,39,412
2025-11-04,Widget B,51,351
2025-12-19,Widget D,30,323
2025-04-01,Widget A,87,203
2025-01-02,Widget B,81,130
2025-05-05,Widget E,22,194
2025-06-17,Widget C,52,489
2025-12-09,Widget D,76,413
2025-03-27,Widget E,45,330
2025-01-06,Widget E,61,171
2025-05-09,Widget C,65,472
2025-04-25,Widget A,52,330
2025-06-03,Widget D,82,171
2025-07-14,Widget B,97,276
2025-01-25,Widget D,78,129
2025-07-10,Widget B,69,410
2025-04-27,Widget E,40,327
2025-03-30,Widget B,22,367
2025-07-03,Widget A,65,285
2025-04-07,Widget D,47,468
2025-02-16,Widget B,61,107
2025-02-18,Widget B,58,303
2025-06-14,Widget C,23,341
2025-03-26,Widget D,88,399
2025-11-14,Widget A,56,395
2025-05-29,Widget B,41,242
2025-11-03,Widget B,32,378
2025-04-25,Widget A,79,174
2025-09-29,Widget A,77,100
2025-08-07,Widget A,97,405
2025-09-09,Widget E,84,105
2025-12-25,Widget D,94,438
2025-12-24,Widget B,81,290
2025-11-10,Widget C,64,288
2025-07-08,Widget E,37,139
2025-05-23,Widget C,89,346
2025-07-21,Widget B,93,121
2025-07-05,Widget C,44,291
2025-05-28,Widget A,43,438
2025-01-15,Widget A,24,108
2025-12-11,Widget D,83,223
2025-09-08,Widget D,31,308
2025-07-25,Widget D,68,247
2025-09-29,Widget E,80,451
2025-12-21,Widget E,59,489
2025-05-03,Widget A,76,124
2025-11-03,Widget B,88,342
2025-01-28,Widget A,79,69
2025-01-09,Widget D,20,212
2025-07-09,Widget A,92,380
2025-02-10,Widget C,32,89
2025-11-19,Widget C,81,64
2025-04-24,Widget B,61,81
2025-07-04,Widget C,93,259
2025-10-07,Widget A,37,88
2025-04-05,Widget A,58,369
2025-02-20,Widget C,36,103
2025-09-17,Widget A,65,147
2025-01-17,Widget C,28,239
2025-10-24,Widget C,20,447
2025-05-29,Widget A,86,177
2025-03-04,Widget B,35,446
2025-06-27,Widget A,58,176
2025-12-18,Widget D,86,56
2025-11-20,Widget A,100,116
2025-04-16,Widget B,89,247
2025-02-01,Widget D,80,119
2025-03-13,Widget A,74,413
2025-04-04,Widget A,34,411
2025-06-12,Widget B,75,429
2025-11-09,Widget E,73,257
2025-12-15,Widget A,25,79
2025-01-10,Widget D,47,324
2025-07-28,Widget A,100,227
2025-05-28,Widget D,36,242
2025-06-28,Widget B,83,244
2025-03-30,Widget B,86,384
2025-08-22,Widget C,32,436
2025-08-22,Widget D,67,295
2025-06-23,Widget D,29,114
2025-11-21,Widget A,40,74
2025-03-13,Widget E,46,211
2025-08-16,Widget C,36,413
2025-08-23,Widget E,72,172
2025-01-23,Widget D,79,263
2025-05-13,Widget D,42,129
2025-03-10,Widget A,79,475
2025-05-15,Widget D,39,475
2025-11-12,Widget B,20,104
2025-08-04,Widget A,43,208
2025-07-24,Widget A,36,388
2025-11-04,Widget C,47,362
2025-04-19,Widget D,64,193
2025-05-19,Widget B,86,317
2025-09-28,Widget A,26,327
2025-12-26,Widget E,39,183
2025-03-27,Widget C,73,260
2025-03-06,Widget E,27,377
2025-11-05,Widget D,21,230
2025-09-08,Widget A,21,197
2025-11-20,Widget B,35,387
2025-03-09,Widget A,63,376
2025-03-14,Widget D,47,458
2025-03-03,Widget B,80,288
2025-08-02,Widget B,91,306
2025-06-16,Widget D,33,485
2025-06-22,Widget B,54,410
2025-11-18,Widget D,66,119
2025-12-25,Widget C,47,65
2025-05-16,Widget E,46,135
2025-05-22,Widget B,75,85
2025-05-07,Widget B,88,500
2025-06-18,Widget A,70,227
2025-12-29,Widget C,78,255
2025-08-17,Widget A,47,360
2025-08-16,Widget E,81,474
2025-02-07,Widget D,61,245
2025-09-19,Widget C,60,344
2025-06-06,Widget C,90,248
2025-07-28,Widget D,38,303
2025-04-29,Widget A,27,121
2025-03-14,Widget A,68,363
2025-11-01,Widget A,98,327
2025-05-26,Widget A,70,67
2025-05-16,Widget C,88,137
2025-06-27,Widget D,75,392
2025-03-30,Widget C,73,431
2025-11-09,Widget A,35,95
2025-04-17,Widget B,44,355
2025-05-05,Widget E,97,155
2025-06-17,Widget E,60,181
2025-09-25,Widget C,73,391
2025-09-06,Widget D,60,55
2025-08-07,Widget B,62,291
2025-09-19,Widget E,25,58
2025-04-05,Widget D,46,422
2025-08-13,Widget B,44,407
2025-09-18,Widget B,67,492
2025-03-01,Widget C,46,320
2025-09-03,Widget B,80,294
2025-03-19,Widget B,61,285
2025-06-20,Widget E,81,139
2025-04-12,Widget D,88,489
2025-01-27,Widget C,53,333
2025-06-17,Widget C,59,248
2025-12-03,Widget E,36,166
2025-04-26,Widget E,85,164
2025-10-11,Widget C,79,297
2025-10-15,Widget B,65,234
2025-04-28,Widget D,53,232
2025-11-04,Widget B,83,491
2025-03-04,Widget A,46,387
2025-02-27,Widget B,28,370
2025-06-18,Widget C,63,446
2025-04-07,Widget B,32,194
2025-07-24,Widget E,100,383
2025-11-13,Widget D,94,126
2025-07-12,Widget D,79,209
2025-10-19,Widget B,66,231
2025-06-11,Widget A,70,462
2025-06-10,Widget B,36,266
2025-02-17,Widget C,97,469
2025-03-03,Widget A,79,439
2025-05-26,Widget B,42,464
2025-11-08,Widget C,60,342
2025-04-12,Widget E,48,140
2025-01-28,Widget A,28,291
2025-02-26,Widget C,95,339
2025-11-20,Widget E,39,63
2025-09-28,Widget B,79,311
2025-08-16,Widget C,84,65
2025-06-04,Widget C,33,111
2025-11-07,Widget A,79,270
2025-05-07,Widget C,61,73
2025-04-24,Widget E,65,188
2025-01-16,Widget B,31,404
2025-03-11,Widget E,45,333
2025-08-25,Widget B,87,220
2025-12-29,Widget E,22,97
2025-08-08,Widget C,21,138
2025-02-14,Widget C,46,367
2025-08-19,Widget B,99,113
2025-09-05,Widget E,69,270
2025-11-20,Widget C,91,174
2025-12-16,Widget E,97,409
2025-04-28,Widget B,84,170
2025-12-04,Widget C,93,431
2025-03-06,Widget B,67,122
2025-10-12,Widget D,81,492
2025-11-17,Widget E,87,345
2025-06-13,Widget A,24,207
2025-02-27,Widget A,62,56
2025-08-15,Widget C,82,479
2025-06-29,Widget E,72,274
2025-05-15,Widget C,29,260
2025-04-02,Widget A,80,179
2025-10-30,Widget A,42,61
2025-10-31,Widget C,97,185
2025-03-09,Widget A,78,437
2025-01-03,Widget D,28,161
2025-09-26,Widget A,95,80
2025-11-08,Widget B,80,300
2025-10-04,Widget E,83,427
2025-07-19,Widget B,87,80
2025-02-08,Widget D,69,424
2025-03-24,Widget A,46,409
2025-05-29,Widget D,29,347
2025-11-08,Widget D,53,430
2025-03-18,Widget D,41,183
2025-06-27,Widget A,32,396
2025-08-04,Widget D,69,77
2025-04-10,Widget A,53,148
2025-04-21,Widget E,25,111
2025-05-19,Widget E,37,484
2025-11-30,Widget B,64,78
2025-10-07,Widget A,66,193
2025-06-21,Widget C,46,56
2025-11-26,Widget B,38,212
2025-10-11,Widget C,30,321
2025-09-02,Widget E,64,274
2025-12-23,Widget D,64,499
2025-12-03,Widget E,82,53
2025-04-15,Widget D,69,426
2025-08-13,Widget E,23,393
2025-02-25,Widget D,97,318
2025-03-15,Widget A,37,480
2025-07-28,Widget B,87,113
2025-06-18,Widget B,61,65
2025-02-05,Widget A,25,140
2025-07-15,Widget D,50,82
2025-09-01,Widget E,76,467
2025-01-04,Widget D,31,467
2025-04-14,Widget C,67,234
2025-02-14,Widget E,86,162
2025-12-09,Widget D,33,88
2025-07-25,Widget A,42,423
2025-07-12,Widget C,79,247
2025-10-05,Widget D,81,231
2025-09-11,Widget A,61,289
2025-06-08,Widget D,31,438
2025-06-23,Widget C,39,89
2025-11-14,Widget B,100,490
2025-09-15,Widget D,89,211
2025-07-16,Widget C,67,424
2025-07-19,Widget A,41,63
2025-05-28,Widget B,62,433
2025-12-12,Widget D,59,296
2025-01-15,Widget D,28,418
2025-01-14,Widget C,94,421
2025-10-04,Widget C,49,249
2025-03-31,Widget C,76,101
2025-12-25,Widget E,33,93
2025-04-07,Widget D,38,79
2025-09-27,Widget D,29,318
2025-12-07,Widget A,72,54
2025-02-28,Widget C,27,189
2025-07-18,Widget C,61,361
2025-08-03,Widget A,51,145
2025-09-04,Widget B,58,374
2025-05-26,Widget C,98,441
2025-11-05,Widget B,73,251
2025-07-11,Widget C,50,55
2025-11-09,Widget C,34,377
2025-07-10,Widget C,98,180
2025-06-06,Widget D,33,415
2025-10-03,Widget B,47,431
2025-10-08,Widget D,85,302
2025-06-16,Widget E,44,420
2025-04-09,Widget E,44,352
2025-06-02,Widget A,60,291
2025-06-28,Widget B,98,447
2025-08-19,Widget D,64,144
2025-06-24,Widget E,35,463
2025-07-21,Widget A,39,323
2025-01-07,Widget C,91,146
2025-08-22,Widget D,38,265
2025-01-28,Widget B,50,89
2025-11-24,Widget C,67,243
2025-07-28,Widget D,56,491
2025-05-17,Widget B,27,339
2025-07-03,Widget E,87,405
2025-06-21,Widget A,79,297
2025-01-17,Widget B,86,282
2025-10-15,Widget C,94,389
2025-10-10,Widget C,26,84
2025-10-03,Widget B,85,130
2025-07-02,Widget D,28,94
2025-03-13,Widget A,57,76
2025-12-29,Widget A,21,139
2025-10-22,Widget E,68,482
2025-05-18,Widget E,37,420
