Date,Sector,GrowthRate (%),AvgPrice
2025-12-19,Home Appliances,2.38,159
2025-03-22,Electronics,3.72,51
2025-04-23,Furniture,3.23,173
2025-09-10,Home Appliances,1.38,94
2025-12-20,Home Appliances,4.86,141
2025-08-06,Furniture,1.71,73
2025-04-09,Home Appliances,1.53,70
2025-10-28,Toys,1.21,129
2025-10-06,Toys,2.35,105
2025-11-01,Furniture,3.67,144
2025-07-18,Home Appliances,4.98,153
2025-01-10,Toys,4.12,172
2025-08-03,Electronics,3.9,50
2025-05-28,Electronics,4.95,81
2025-08-01,Home Appliances,1.9,200
2025-07-27,Electronics,2.6,97
2025-12-30,Toys,1.78,75
2025-11-29,Furniture,1.97,100
2025-02-09,Electronics,0.57,182
2025-03-13,Electronics,0.95,133
2025-10-03,Furniture,2.86,109
2025-06-25,Electronics,3.13,94
2025-08-23,Furniture,2.33,91
2025-09-27,Home Appliances,1.97,95
2025-07-27,Toys,4.8,78
2025-09-29,Electronics,4.32,91
2025-06-10,Home Appliances,4.8,61
2025-11-24,Furniture,2.22,160
2025-02-07,Toys,1.75,70
2025-08-10,Electronics,3.34,124
2025-01-03,Home Appliances,0.83,56
2025-12-20,Home Appliances,1.53,178
2025-05-05,Toys,1.92,158
2025-05-13,Home Appliances,3.19,184
2025-06-17,Furniture,4.86,115
2025-02-19,Home Appliances,2.78,199
2025-08-06,Electronics,3.53,80
2025-07-12,Toys,3.46,108
2025-04-12,Electronics,1.54,143
2025-04-13,Furniture,2.15,159
2025-11-21,Electronics,4.34,54
2025-10-02,Electronics,3.79,181
2025-06-18,Electronics,1.61,178
2025-10-04,Home Appliances,4.28,134
2025-01-06,Home Appliances,1.33,180
2025-09-03,Electronics,3.2,115
2025-01-09,Electronics,3.11,164
2025-03-21,Electronics,1.31,172
2025-05-08,Electronics,1.1,118
2025-10-07,Furniture,2.89,199
2025-09-29,Toys,2.08,186
2025-08-03,Furniture,1.96,136
2025-12-03,Electronics,0.63,102
2025-08-26,Furniture,2.32,111
2025-11-11,Electronics,2.66,83
2025-08-29,Electronics,3.18,192
2025-08-27,Home Appliances,3.01,194
2025-12-04,Furniture,1.05,59
2025-08-03,Home Appliances,3.45,55
2025-01-27,Electronics,4.56,158
2025-10-25,Home Appliances,4.83,78
2025-06-24,Toys,3.28,197
2025-07-22,Toys,1.92,113
2025-06-26,Toys,4.94,131
2025-05-17,Furniture,0.79,172
2025-03-10,Home Appliances,0.75,187
2025-10-15,Furniture,4.38,175
2025-12-24,Furniture,0.93,67
2025-09-06,Home Appliances,4.32,69
2025-12-18,Home Appliances,3.76,172
2025-07-04,Electronics,3.74,146
2025-08-09,Furniture,3.77,149
2025-06-27,Toys,4.67,69
2025-03-04,Electronics,3.88,84
2025-11-25,Electronics,2.24,84
2025-07-15,Furniture,2.17,196
2025-04-19,Furniture,3.61,190
2025-10-30,Home Appliances,2.47,103
2025-10-31,Toys,2.83,105
2025-11-24,Electronics,2.33,197
2025-02-19,Electronics,3.16,71
2025-06-27,Home Appliances,4.04,52
2025-09-16,Toys,1.81,150
2025-05-20,Toys,4.66,148
2025-11-01,Toys,1.8,144
2025-05-20,Home Appliances,1.55,199
2025-05-17,Furniture,3.88,89
2025-12-08,Toys,4.46,111
2025-12-10,Toys,3.15,81
2025-01-17,Electronics,2.75,58
2025-06-28,Furniture,3.55,153
2025-01-24,Electronics,4.07,88
2025-10-05,Toys,2.79,53
2025-01-04,Home Appliances,3.52,199
2025-05-09,Furniture,3.96,102
2025-08-19,Electronics,4.19,65
2025-11-30,Electronics,1.69,143
2025-10-27,Electronics,4.98,115
2025-12-11,Toys,2.37,195
2025-06-29,Home Appliances,3.75,180
2025-01-31,Toys,2.2,141
2025-08-31,Toys,3.93,81
2025-09-22,Toys,3.22,199
2025-12-14,Electronics,4.67,114
2025-01-03,Home Appliances,0.78,178
2025-07-19,Toys,3.69,186
2025-05-14,Home Appliances,2.85,179
2025-10-30,Electronics,2.77,117
2025-06-05,Toys,2.93,83
2025-12-29,Furniture,4.04,198
2025-11-22,Toys,3.06,122
2025-05-18,Toys,1.24,164
2025-08-04,Electronics,2.67,120
2025-09-13,Furniture,3.06,182
2025-12-29,Furniture,4.17,172
2025-11-01,Home Appliances,4.86,171
2025-06-16,Toys,4.87,160
2025-05-24,Furniture,3.96,135
2025-10-05,Home Appliances,4.03,54
2025-03-27,Furniture,2.76,98
2025-09-01,Home Appliances,4.42,198
2025-08-13,Furniture,3.24,109
2025-04-22,Furniture,1.45,87
2025-03-31,Home Appliances,2.06,61
2025-04-14,Home Appliances,3.09,186
2025-03-06,Toys,1.44,113
2025-10-12,Home Appliances,4.94,163
2025-02-13,Home Appliances,0.62,147
2025-08-14,Toys,2.41,175
2025-11-10,Electronics,0.55,125
2025-07-10,Furniture,4.66,106
2025-01-14,Home Appliances,4.96,102
2025-03-28,Furniture,3.64,130
2025-05-13,Toys,1.83,200
2025-08-14,Electronics,4.11,134
2025-01-03,Furniture,2.42,137
2025-05-25,Home Appliances,3.27,62
2025-03-01,Toys,3.84,62
2025-01-27,Electronics,3.23,188
2025-04-04,Furniture,3.23,154
2025-12-21,Furniture,4.32,140
2025-07-30,Toys,4.01,61
2025-09-18,Electronics,4.8,152
2025-09-17,Toys,2.39,144
2025-09-06,Toys,1.24,171
2025-07-06,Furniture,1.74,58
2025-05-10,Furniture,2.47,75
2025-07-11,Furniture,4.62,139
2025-06-24,Furniture,2.21,95
2025-03-24,Electronics,1.8,65
2025-02-12,Furniture,0.51,128
2025-01-28,Home Appliances,3.06,138
2025-09-17,Toys,4.07,170
2025-05-15,Toys,4.16,60
2025-12-23,Electronics,3.26,53
2025-09-29,Electronics,2.2,62
2025-03-05,Electronics,2.33,175
2025-10-15,Furniture,1.94,87
2025-07-22,Toys,1.78,122
2025-08-17,Furniture,4.69,87
2025-12-20,Toys,4.98,72
2025-07-17,Electronics,1.23,107
2025-01-26,Furniture,0.71,85
2025-03-29,Toys,2.59,117
2025-09-08,Home Appliances,3.21,125
2025-06-28,Electronics,1.02,135
2025-03-17,Electronics,0.92,186
2025-12-29,Electronics,0.51,93
2025-05-15,Home Appliances,5.0,102
2025-06-15,Home Appliances,2.92,126
2025-06-02,Electronics,1.4,156
2025-06-20,Furniture,2.32,133
2025-08-02,Toys,4.36,150
2025-02-17,Toys,4.06,162
2025-12-04,Electronics,2.01,118
2025-04-24,Home Appliances,1.12,53
2025-08-10,Furniture,2.43,194
2025-04-12,Toys,0.95,193
2025-07-12,Electronics,4.9,82
2025-07-24,Toys,1.95,182
2025-08-19,Toys,1.46,88
2025-01-17,Electronics,2.84,124
2025-08-29,Toys,4.27,96
2025-11-06,Home Appliances,1.48,198
2025-10-09,Home Appliances,0.96,198
2025-09-09,Furniture,3.2,95
2025-01-11,Home Appliances,2.97,177
2025-01-28,Electronics,4.33,68
2025-04-06,Furniture,4.0,67
2025-07-23,Electronics,3.27,148
2025-11-01,Electronics,3.12,109
2025-12-11,Electronics,4.59,57
2025-09-21,Home Appliances,2.3,125
2025-06-14,Toys,3.7,194
2025-10-05,Furniture,0.59,154
2025-05-08,Electronics,2.26,176
2025-10-09,Electronics,2.22,61
2025-06-07,Toys,1.12,77
2025-12-31,Electronics,2.59,123
2025-12-16,Home Appliances,1.01,167
2025-01-19,Toys,2.12,87
2025-09-20,Home Appliances,2.76,104
2025-01-08,Home Appliances,2.12,156
2025-07-21,Electronics,4.55,76
2025-02-11,Electronics,2.81,144
2025-11-14,Electronics,4.33,109
2025-10-04,Electronics,3.8,105
2025-11-28,Toys,1.79,174
2025-02-13,Furniture,2.2,59
2025-05-28,Home Appliances,2.59,185
2025-05-27,Electronics,1.13,187
2025-01-17,Toys,1.18,151
2025-05-03,Furniture,1.53,187
2025-01-13,Toys,3.48,143
2025-12-13,Toys,1.25,121
2025-05-14,Home Appliances,1.18,59
2025-09-09,Furniture,3.53,196
2025-12-26,Home Appliances,4.72,145
2025-07-10,Toys,1.77,120
2025-06-25,Furniture,0.79,95
2025-10-29,Toys,0.58,150
2025-10-09,Electronics,0.79,98
2025-12-20,Toys,2.21,168
2025-04-02,Furniture,3.64,131
2025-05-22,Furniture,4.15,69
2025-09-18,Electronics,1.47,80
2025-01-29,Furniture,2.06,188
2025-01-08,Home Appliances,1.62,168
2025-12-30,Furniture,4.75,138
2025-03-02,Furniture,1.71,198
2025-04-04,Home Appliances,3.01,165
2025-06-03,Electronics,2.33,134
2025-03-09,Toys,3.29,173
2025-01-21,Furniture,3.92,144
2025-05-19,Furniture,2.68,165
2025-08-18,Home Appliances,2.7,189
2025-07-01,Toys,2.37,106
2025-11-01,Toys,1.9,67
2025-05-10,Furniture,1.11,199
2025-02-11,Home Appliances,1.41,78
2025-04-21,Toys,2.79,114
2025-12-01,Electronics,1.22,167
2025-03-22,Home Appliances,4.76,116
2025-04-13,Home Appliances,4.36,165
2025-01-04,Furniture,3.03,101
2025-03-20,Home Appliances,4.25,159
2025-05-23,Toys,2.61,55
2025-02-07,Home Appliances,1.43,126
2025-06-27,Furniture,3.57,189
2025-10-31,Home Appliances,2.4,130
2025-03-01,Electronics,1.63,82
2025-07-04,Toys,2.96,152
2025-07-08,Toys,2.98,103
2025-08-27,Toys,0.91,161
2025-12-17,Home Appliances,4.21,177
2025-12-21,Toys,3.2,143
2025-12-27,Electronics,2.42,145
2025-01-05,Home Appliances,3.14,174
2025-02-23,Electronics,3.47,161
2025-03-23,Home Appliances,0.51,58
2025-03-07,Toys,1.1,155
2025-10-22,Furniture,4.61,105
2025-06-13,Electronics,3.55,90
2025-09-14,Toys,0.77,152
2025-02-20,Electronics,3.39,112
2025-02-11,Electronics,3.18,176
2025-11-22,Toys,2.74,86
2025-01-24,Furniture,4.93,50
2025-09-18,Home Appliances,4.31,154
2025-05-12,Electronics,3.84,133
2025-07-22,Electronics,1.64,134
2025-06-30,Electronics,3.2,88
2025-06-01,Home Appliances,3.23,163
2025-01-05,Electronics,3.12,199
2025-07-03,Electronics,2.38,83
2025-06-17,Home Appliances,3.89,118
2025-01-01,Home Appliances,4.44,154
2025-08-30,Electronics,2.39,76
2025-01-15,Home Appliances,3.39,150
2025-05-28,Furniture,0.9,146
2025-09-11,Home Appliances,1.72,64
2025-12-13,Furniture,0.69,165
2025-10-16,Furniture,1.39,63
2025-12-20,Toys,1.58,73
2025-06-19,Toys,2.49,162
2025-02-16,Home Appliances,5.0,151
2025-04-02,Toys,1.82,117
2025-10-16,Electronics,1.11,177
2025-05-16,Toys,4.85,158
2025-11-27,Furniture,2.09,107
2025-09-29,Toys,0.75,94
2025-03-26,Home Appliances,1.69,151
2025-06-04,Toys,0.71,166
2025-02-11,Furniture,0.53,187
2025-08-14,Toys,4.33,62
2025-12-02,Home Appliances,4.57,80
2025-04-28,Furniture,3.93,150
2025-12-06,Furniture,1.11,135
2025-06-12,Toys,1.19,53
2025-02-22,Toys,4.15,145
2025-04-28,Electronics,4.36,176
2025-09-11,Home Appliances,3.25,187
2025-09-06,Furniture,4.8,148
2025-10-18,Home Appliances,4.1,166
2025-10-07,Electronics,0.96,161
2025-04-05,Electronics,0.59,195
2025-03-22,Electronics,1.68,84
2025-01-06,Home Appliances,5.0,136
2025-02-18,Home Appliances,0.81,131
2025-07-09,Furniture,4.23,166
2025-12-31,Furniture,2.21,177
2025-01-25,Toys,1.92,132
2025-06-19,Furniture,2.48,77
2025-09-09,Furniture,1.99,55
2025-07-08,Home Appliances,1.82,121
2025-06-02,Electronics,0.67,129
2025-11-06,Home Appliances,3.32,115
2025-09-13,Home Appliances,3.09,174
2025-06-02,Toys,3.51,159
2025-09-15,Electronics,2.31,66
2025-09-17,Toys,2.55,77
2025-08-30,Electronics,1.78,128
2025-12-16,Home Appliances,0.72,76
2025-11-19,Home Appliances,2.13,53
2025-02-09,Home Appliances,4.47,80
2025-06-29,Home Appliances,3.0,100
2025-03-25,Furniture,0.93,191
2025-06-08,Electronics,4.18,199
2025-05-02,Toys,2.52,158
2025-12-20,Electronics,1.4,122
2025-02-24,Home Appliances,3.11,88
2025-11-28,Home Appliances,4.15,110
2025-08-22,Furniture,1.15,189
2025-05-26,Furniture,2.28,173
2025-02-02,Furniture,2.92,61
2025-10-09,Toys,2.22,155
2025-01-08,Home Appliances,1.38,111
2025-05-01,Electronics,1.36,57
2025-05-16,Furniture,4.85,93
2025-05-14,Toys,3.83,196
2025-07-16,Home Appliances,3.35,94
2025-03-18,Furniture,0.79,121
2025-10-07,Home Appliances,4.54,62
2025-08-27,Toys,4.67,174
2025-02-02,Electronics,2.52,198
2025-09-11,Electronics,3.97,67
2025-04-18,Electronics,1.42,122
2025-07-27,Home Appliances,2.48,162
2025-12-25,Home Appliances,4.58,111
2025-10-11,Furniture,0.8,198
2025-10-01,Electronics,3.47,82
2025-06-12,Furniture,1.79,175
2025-03-02,Electronics,2.7,183
2025-04-25,Furniture,4.6,162
2025-01-06,Toys,1.99,139
2025-10-11,Home Appliances,2.5,128
2025-03-24,Toys,1.38,180
2025-01-18,Toys,2.32,113
2025-01-28,Electronics,0.91,175
2025-02-18,Home Appliances,2.23,82
2025-02-23,Toys,4.02,69
2025-10-12,Toys,0.65,161
2025-11-04,Toys,1.97,137
2025-12-09,Toys,2.45,145
2025-02-09,Electronics,2.63,167
2025-08-23,Toys,4.22,60
2025-01-15,Electronics,4.71,80
2025-09-20,Toys,4.45,148
2025-09-22,Furniture,1.14,99
2025-03-12,Home Appliances,3.19,97
2025-11-10,Electronics,3.37,127
2025-07-17,Toys,3.18,109
2025-03-31,Furniture,2.02,176
2025-03-24,Furniture,0.87,198
2025-10-09,Furniture,4.1,141
2025-01-02,Electronics,4.79,118
2025-07-15,Electronics,0.94,174
2025-11-18,Toys,1.38,110
2025-11-18,Electronics,0.58,59
2025-03-29,Furniture,3.29,124
2025-07-28,Toys,4.53,81
2025-04-21,Electronics,2.82,98
2025-07-06,Furniture,1.98,58
2025-06-24,Home Appliances,1.97,190
2025-08-03,Furniture,4.88,133
2025-07-14,Electronics,2.57,102
2025-11-21,Home Appliances,4.55,152
2025-09-08,Furniture,4.82,126
2025-01-23,Toys,4.19,146
2025-02-21,Toys,2.8,54
2025-05-04,Home Appliances,1.84,105
2025-03-02,Furniture,2.67,158
2025-09-10,Home Appliances,0.73,71
2025-04-10,Electronics,0.86,195
2025-06-25,Home Appliances,0.75,186
2025-07-02,Electronics,3.23,51
2025-09-24,Toys,2.88,191
2025-07-09,Furniture,1.46,147
2025-10-20,Toys,3.96,153
2025-09-19,Electronics,1.55,58
2025-07-31,Furniture,0.99,152
2025-08-20,Home Appliances,4.43,194
2025-09-14,Electronics,4.14,137
2025-09-07,Toys,2.74,109
2025-11-04,Home Appliances,3.92,192
2025-08-02,Home Appliances,4.59,129
2025-11-27,Electronics,1.06,178
2025-12-29,Furniture,1.34,126
2025-10-08,Home Appliances,3.49,189
2025-04-01,Home Appliances,2.97,87
2025-08-14,Toys,2.02,185
2025-08-27,Electronics,1.96,101
2025-01-30,Home Appliances,0.54,95
2025-11-30,Toys,4.94,132
2025-10-26,Toys,3.03,179
2025-06-04,Home Appliances,1.15,123
2025-12-12,Toys,2.05,200
2025-12-09,Furniture,4.25,146
2025-03-29,Electronics,1.73,75
2025-04-08,Toys,3.67,97
2025-09-01,Toys,2.13,173
2025-05-21,Toys,4.18,108
2025-11-21,Home Appliances,3.66,176
2025-03-15,Furniture,4.89,198
2025-05-28,Home Appliances,3.63,81
2025-07-08,Toys,2.14,73
2025-03-02,Toys,2.72,194
2025-10-02,Toys,4.3,80
2025-12-27,Electronics,3.5,179
2025-08-26,Toys,3.92,158
2025-12-25,Toys,4.41,173
2025-10-09,Home Appliances,3.68,62
2025-12-15,Home Appliances,3.51,123
2025-09-30,Electronics,3.9,73
2025-07-25,Electronics,4.56,112
2025-03-22,Furniture,1.72,199
2025-10-03,Home Appliances,1.63,112
2025-08-05,Home Appliances,1.16,177
2025-04-16,Toys,4.48,132
2025-12-03,Toys,2.25,147
2025-05-23,Home Appliances,4.09,85
2025-02-01,Home Appliances,4.99,101
2025-05-16,Toys,4.75,110
2025-01-13,Electronics,2.49,147
2025-07-19,Home Appliances,0.51,68
2025-06-06,Electronics,1.48,198
2025-10-25,Electronics,2.8,79
2025-11-15,Home Appliances,4.45,125
2025-04-27,Home Appliances,2.78,172
2025-02-27,Electronics,1.04,181
2025-11-11,Home Appliances,3.48,130
2025-08-23,Electronics,1.96,182
2025-12-10,Electronics,4.97,166
2025-06-16,Electronics,3.92,171
2025-09-23,Furniture,1.8,184
2025-03-11,Home Appliances,3.72,154
2025-08-06,Furniture,1.88,81
2025-07-09,Toys,0.93,186
2025-04-11,Furniture,3.13,86
2025-04-15,Furniture,2.8,144
2025-09-07,Home Appliances,0.5,158
2025-11-18,Home Appliances,0.93,134
2025-07-21,Electronics,0.92,52
2025-03-30,Toys,2.32,86
2025-01-17,Electronics,1.51,195
2025-06-07,Home Appliances,4.11,52
2025-03-20,Furniture,2.24,95
2025-05-29,Toys,3.91,102
2025-11-18,Toys,2.9,89
2025-03-03,Home Appliances,3.39,126
2025-08-23,Toys,0.62,69
2025-10-04,Electronics,1.15,138
2025-09-15,Furniture,3.08,69
2025-06-17,Home Appliances,1.68,142
2025-04-20,Furniture,1.32,123
2025-10-04,Furniture,3.81,191
2025-02-03,Furniture,2.6,115
2025-07-24,Furniture,2.38,104
2025-06-09,Electronics,0.67,88
2025-07-21,Home Appliances,0.65,104
2025-02-05,Furniture,2.53,57
2025-09-23,Furniture,2.05,148
2025-04-17,Electronics,2.68,82
2025-12-09,Toys,4.7,165
2025-10-08,Toys,4.84,169
2025-10-05,Electronics,3.42,178
2025-06-04,Electronics,3.93,79
2025-08-09,Furniture,2.09,143
2025-08-27,Home Appliances,3.7,60
2025-07-05,Home Appliances,3.66,112
2025-01-09,Toys,4.28,71
2025-02-02,Furniture,4.51,145
2025-07-06,Furniture,0.75,169
2025-06-05,Electronics,4.13,154
2025-01-16,Furniture,3.0,73
2025-01-02,Toys,3.03,100
2025-07-06,Furniture,4.81,171
2025-01-12,Electronics,3.13,183
2025-02-12,Home Appliances,3.56,86
2025-04-18,Electronics,2.1,139
2025-12-18,Home Appliances,2.11,191
2025-05-26,Electronics,1.7,160
2025-11-06,Toys,0.77,57
2025-05-04,Toys,4.45,89
2025-08-15,Toys,4.4,111
2025-05-07,Home Appliances,4.62,183
2025-08-05,Electronics,1.73,116
2025-10-15,Home Appliances,3.34,102
2025-10-20,Furniture,1.03,73
2025-05-31,Home Appliances,4.95,162
2025-05-26,Toys,4.08,196
2025-08-13,Home Appliances,0.73,55
2025-01-26,Home Appliances,2.19,188
2025-09-03,Home Appliances,4.7,71
2025-03-14,Furniture,2.01,127
2025-02-20,Furniture,4.45,152
2025-02-13,Toys,4.99,196
2025-04-06,Electronics,1.72,125
2025-08-05,Electronics,1.01,194
2025-10-20,Home Appliances,1.26,117
2025-08-12,Toys,1.43,78
2025-02-09,Electronics,4.75,189
2025-02-12,Home Appliances,3.01,58
2025-11-10,Furniture,1.68,199
2025-03-15,Electronics,3.37,93
2025-07-29,Electronics,0.83,121
2025-11-18,Home Appliances,2.03,200
2025-09-14,Furniture,2.25,103
2025-10-03,Toys,3.35,117
2025-09-08,Home Appliances,4.28,66
2025-11-03,Toys,2.41,145
2025-05-26,Home Appliances,3.04,175
2025-09-28,Home Appliances,2.55,135
2025-01-26,Furniture,4.97,174
2025-03-24,Toys,3.94,154
2025-07-19,Home Appliances,1.51,89
2025-08-29,Toys,1.53,59
2025-10-09,Electronics,3.39,143
2025-01-12,Electronics,4.18,110
2025-06-08,Home Appliances,3.13,61
2025-02-21,Electronics,4.47,63
2025-09-19,Electronics,4.6,113
2025-06-16,Electronics,4.46,119
2025-04-25,Toys,0.67,148
2025-01-06,Furniture,3.04,198
2025-03-08,Home Appliances,1.59,126
2025-07-30,Home Appliances,1.83,147
2025-04-01,Toys,1.43,89
2025-06-10,Toys,1.67,181
2025-07-11,Home Appliances,3.3,52
2025-03-01,Furniture,3.01,54
2025-04-12,Home Appliances,4.44,66
2025-02-08,Electronics,1.4,174
2025-06-15,Furniture,0.98,132
2025-01-13,Electronics,3.91,181
2025-09-04,Toys,1.7,57
2025-09-07,Furniture,0.56,127
2025-07-04,Home Appliances,4.95,57
2025-09-22,Electronics,3.54,189
2025-07-30,Electronics,1.97,127
2025-05-23,Home Appliances,2.32,127
2025-09-03,Toys,3.31,69
2025-09-22,Furniture,2.92,167
2025-05-23,Electronics,4.63,155
2025-04-15,Home Appliances,1.54,139
2025-05-25,Home Appliances,2.75,168
2025-01-20,Toys,4.29,160
2025-04-07,Toys,0.61,128
2025-08-27,Toys,1.52,67
2025-11-11,Toys,3.64,132
2025-05-16,Home Appliances,3.6,74
2025-08-10,Furniture,1.27,112
2025-05-30,Toys,0.69,51
2025-04-21,Toys,0.71,197
2025-11-22,Toys,2.92,57
2025-12-26,Electronics,1.88,94
2025-04-30,Home Appliances,3.85,152
2025-11-16,Electronics,1.55,120
2025-09-30,Home Appliances,4.92,117
2025-05-19,Toys,2.52,146
2025-08-24,Home Appliances,0.92,55
2025-02-13,Toys,0.57,100
2025-03-14,Toys,0.8,155
2025-04-16,Toys,0.89,148
2025-12-25,Home Appliances,2.66,51
2025-05-15,Furniture,3.34,120
2025-06-14,Toys,2.04,171
2025-07-07,Home Appliances,0.94,69
2025-02-05,Toys,2.34,188
2025-05-21,Home Appliances,4.22,136
2025-04-16,Furniture,4.25,52
2025-01-18,Toys,4.47,167
2025-03-22,Furniture,4.53,75
2025-03-30,Furniture,0.72,191
2025-02-15,Electronics,2.89,157
2025-12-17,Electronics,3.98,197
2025-10-21,Toys,4.0,158
2025-08-16,Furniture,1.15,111
2025-10-06,Electronics,4.93,106
2025-01-25,Electronics,1.42,164
2025-04-21,Electronics,3.58,73
2025-07-29,Electronics,1.17,110
2025-02-19,Toys,1.84,96
2025-02-08,Electronics,2.11,149
2025-11-01,Home Appliances,1.68,111
2025-11-08,Toys,2.54,105
2025-09-07,Toys,0.72,151
2025-12-25,Toys,4.01,191
2025-07-30,Furniture,1.58,190
2025-05-28,Furniture,4.78,174
2025-10-20,Home Appliances,2.97,122
2025-11-24,Home Appliances,2.3,152
2025-08-25,Furniture,2.44,96
2025-01-28,Home Appliances,2.36,107
2025-04-25,Electronics,4.95,117
2025-08-30,Furniture,2.42,134
2025-11-01,Furniture,4.76,179
2025-07-14,Home Appliances,4.73,144
2025-06-25,Furniture,4.19,118
2025-02-12,Furniture,2.52,160
2025-04-13,Toys,1.55,153
2025-11-18,Furniture,2.89,144
2025-10-12,Toys,4.32,175
2025-06-27,Toys,4.66,60
2025-02-11,Electronics,2.87,183
2025-11-07,Electronics,1.01,104
2025-01-12,Electronics,1.97,100
2025-09-06,Toys,2.57,188
2025-02-20,Toys,3.03,81
2025-03-07,Toys,2.6,52
2025-11-02,Electronics,0.6,53
2025-08-05,Furniture,0.62,75
2025-08-10,Toys,1.85,83
2025-07-23,Home Appliances,2.87,144
2025-04-07,Electronics,3.04,168
2025-05-09,Toys,2.5,143
2025-06-15,Electronics,3.91,159
2025-10-16,Toys,2.53,130
2025-01-28,Electronics,3.65,99
2025-02-21,Toys,1.61,132
2025-05-04,Toys,1.35,96
2025-07-08,Toys,3.32,104
2025-04-04,Home Appliances,3.3,89
2025-05-08,Home Appliances,2.93,168
2025-03-29,Furniture,3.96,104
2025-10-30,Electronics,3.58,71
2025-04-10,Electronics,3.61,104
2025-09-29,Toys,2.04,197
2025-06-04,Toys,4.18,117
2025-07-27,Electronics,1.22,54
2025-06-19,Electronics,2.5,133
2025-12-28,Home Appliances,2.6,114
2025-01-21,Furniture,2.27,90
2025-11-11,Furniture,3.31,139
2025-04-07,Electronics,1.32,115
2025-06-15,Toys,0.84,129
2025-10-27,Home Appliances,3.54,92
2025-05-09,Toys,2.42,53
2025-08-13,Furniture,4.16,140
2025-10-03,Home Appliances,2.18,107
2025-05-13,Electronics,0.82,156
2025-04-03,Furniture,3.9,149
2025-07-15,Home Appliances,1.98,52
2025-07-20,Electronics,2.32,134
2025-06-24,Home Appliances,3.47,176
2025-04-23,Furniture,2.53,57
2025-08-16,Electronics,4.73,120
2025-05-02,Home Appliances,3.56,166
2025-09-20,Home Appliances,0.72,90
2025-10-27,Home Appliances,2.46,116
2025-01-23,Home Appliances,4.81,149
2025-03-02,Toys,3.98,187
2025-07-25,Toys,4.38,198
2025-07-01,Toys,4.73,81
2025-11-21,Toys,4.73,88
2025-08-18,Electronics,3.77,103
2025-11-23,Home Appliances,2.29,79
2025-08-15,Toys,4.59,176
2025-05-29,Home Appliances,4.25,75
2025-06-23,Electronics,1.87,151
2025-01-05,Electronics,4.45,97
2025-08-05,Home Appliances,3.32,196
2025-07-13,Toys,1.29,120
2025-12-07,Home Appliances,2.95,171
2025-10-27,Toys,1.92,97
2025-01-06,Electronics,1.25,179
2025-09-30,Home Appliances,4.86,154
2025-08-29,Furniture,1.72,158
2025-05-15,Home Appliances,2.21,102
2025-11-05,Home Appliances,1.62,90
2025-03-10,Toys,2.39,96
2025-07-02,Toys,1.91,102
2025-08-29,Furniture,4.01,174
2025-02-16,Electronics,4.96,60
2025-11-26,Electronics,0.66,171
2025-10-15,Home Appliances,3.91,66
2025-04-09,Electronics,4.4,165
2025-05-02,Electronics,4.53,165
2025-05-19,Electronics,1.91,95
2025-11-24,Home Appliances,4.92,69
2025-08-31,Toys,0.63,196
2025-02-23,Toys,4.34,156
2025-02-05,Electronics,3.23,59
2025-08-26,Furniture,1.9,133
2025-10-26,Furniture,2.58,181
2025-05-02,Toys,4.56,116
2025-04-11,Electronics,3.15,185
2025-02-04,Furniture,2.83,65
2025-03-05,Furniture,2.04,121
2025-10-14,Home Appliances,3.92,139
2025-04-10,Electronics,3.15,125
2025-11-15,Home Appliances,1.85,74
2025-02-05,Electronics,1.54,162
2025-01-30,Furniture,4.66,78
2025-04-12,Furniture,4.33,78
2025-04-06,Electronics,3.16,68
2025-10-27,Furniture,2.3,96
2025-08-28,Toys,0.84,178
2025-08-09,Furniture,4.01,165
2025-04-14,Home Appliances,2.03,61
2025-01-18,Furniture,2.04,107
2025-08-09,Electronics,0.83,125
2025-05-26,Toys,3.12,178
2025-01-20,Furniture,2.08,189
2025-04-17,Furniture,1.97,183
2025-03-25,Home Appliances,4.47,197
2025-06-19,Home Appliances,1.62,128
2025-02-13,Furniture,4.22,55
2025-09-30,Furniture,3.25,138
2025-05-03,Electronics,3.96,148
2025-06-29,Electronics,3.1,134
2025-09-29,Home Appliances,4.76,97
2025-11-03,Furniture,0.7,134
2025-02-06,Home Appliances,3.23,176
2025-05-16,Home Appliances,4.41,109
2025-07-17,Home Appliances,3.41,144
2025-08-02,Furniture,4.65,138
2025-04-03,Electronics,1.4,198
2025-04-05,Home Appliances,0.55,166
2025-10-17,Home Appliances,1.67,57
2025-03-08,Electronics,2.87,118
2025-07-09,Toys,0.78,194
2025-03-06,Toys,1.51,77
2025-06-03,Home Appliances,1.74,91
2025-12-23,Home Appliances,2.69,84
2025-03-04,Toys,4.73,66
2025-02-26,Home Appliances,2.88,63
2025-06-18,Furniture,4.16,186
2025-11-08,Home Appliances,4.94,173
2025-09-29,Toys,4.67,115
2025-01-10,Furniture,4.84,190
2025-09-08,Furniture,2.64,91
2025-01-26,Home Appliances,1.28,119
2025-02-10,Electronics,0.9,163
2025-08-06,Furniture,2.9,167
2025-01-13,Electronics,3.47,143
2025-10-06,Furniture,2.32,76
2025-07-17,Electronics,3.26,82
2025-07-02,Furniture,4.65,103
2025-03-18,Toys,3.11,67
2025-11-15,Toys,3.47,117
2025-06-11,Toys,3.88,174
2025-09-18,Toys,4.83,172
2025-07-01,Home Appliances,1.02,66
2025-01-20,Electronics,3.3,176
