Date,Competitor,Product,Quantity,Revenue
2025-03-21,CompX,Widget C,36,1260
2025-06-25,CompZ,Widget E,50,500
2025-02-18,CompY,Widget E,3,132
2025-02-26,CompY,Widget C,14,490
2025-09-15,CompZ,Widget C,45,1620
2025-08-30,CompY,Widget E,8,248
2025-04-09,CompZ,Widget D,17,833
2025-04-17,CompX,Widget B,1,35
2025-06-16,CompX,Widget E,6,234
2025-03-25,CompY,Widget A,40,1680
2025-01-29,CompZ,Widget B,33,1452
2025-07-15,CompX,Widget E,4,108
2025-02-09,CompY,Widget D,8,80
2025-04-10,CompY,Widget B,38,608
2025-04-22,CompX,Widget E,28,868
2025-08-07,CompY,Widget A,48,1200
2025-06-16,CompY,Widget C,33,1089
2025-07-23,CompX,Widget A,6,132
2025-08-27,CompY,Widget D,20,740
2025-01-12,CompY,Widget D,16,736
2025-09-24,CompX,Widget A,37,1665
2025-09-06,CompY,Widget A,35,1680
2025-05-18,CompZ,Widget E,2,32
2025-06-30,CompX,Widget C,50,2000
2025-07-10,CompY,Widget D,6,162
2025-11-25,CompY,Widget B,21,840
2025-02-26,CompY,Widget B,45,495
2025-02-24,CompZ,Widget C,2,42
2025-08-27,CompX,Widget A,17,306
2025-02-06,CompX,Widget D,9,126
2025-02-09,CompY,Widget C,34,340
2025-08-03,CompY,Widget B,6,252
2025-11-18,CompX,Widget E,44,1408
2025-01-19,CompY,Widget C,41,451
2025-05-14,CompZ,Widget E,38,1178
2025-03-04,CompY,Widget D,43,860
2025-10-03,CompY,Widget C,10,110
2025-12-09,CompZ,Widget E,39,507
2025-10-27,CompX,Widget A,44,704
2025-10-15,CompX,Widget E,43,1720
2025-05-14,CompX,Widget B,4,128
2025-12-27,CompY,Widget E,37,1850
2025-08-10,CompY,Widget A,48,1200
2025-01-01,CompZ,Widget C,15,660
2025-09-15,CompY,Widget B,44,1540
2025-10-30,CompX,Widget B,15,195
2025-09-26,CompX,Widget D,14,532
2025-09-23,CompY,Widget C,43,2064
2025-02-17,CompZ,Widget C,13,403
2025-07-10,CompY,Widget D,49,1813
2025-02-27,CompY,Widget A,2,62
2025-04-13,CompY,Widget B,36,1548
2025-02-19,CompX,Widget B,4,92
2025-02-08,CompY,Widget A,7,203
2025-12-18,CompX,Widget B,6,168
2025-04-03,CompX,Widget A,13,637
2025-08-24,CompZ,Widget B,6,258
2025-01-24,CompY,Widget A,38,1634
2025-05-02,CompX,Widget B,26,676
2025-10-23,CompY,Widget A,11,176
2025-07-11,CompX,Widget A,33,1221
2025-11-08,CompZ,Widget D,43,1720
2025-10-31,CompZ,Widget B,12,348
2025-05-03,CompX,Widget E,39,1560
2025-01-07,CompX,Widget C,47,564
2025-08-02,CompZ,Widget B,38,570
2025-06-22,CompY,Widget E,45,1755
2025-11-14,CompY,Widget B,23,483
2025-04-20,CompX,Widget C,15,555
2025-09-24,CompY,Widget C,39,1911
2025-06-04,CompZ,Widget B,38,1786
2025-05-09,CompX,Widget C,8,264
2025-03-14,CompZ,Widget D,28,532
2025-07-06,CompZ,Widget D,2,56
2025-01-14,CompX,Widget E,13,624
2025-05-29,CompZ,Widget E,3,114
2025-09-30,CompY,Widget D,3,105
2025-07-28,CompZ,Widget D,13,286
2025-12-03,CompZ,Widget A,7,224
2025-02-09,CompX,Widget B,46,1840
2025-08-12,CompX,Widget E,38,1786
2025-07-19,CompY,Widget C,2,74
2025-01-11,CompZ,Widget A,41,984
2025-02-24,CompY,Widget C,10,310
2025-08-23,CompX,Widget A,47,893
2025-02-21,CompZ,Widget D,34,1122
2025-12-02,CompY,Widget A,13,546
2025-12-25,CompZ,Widget D,14,294
2025-10-22,CompX,Widget B,31,1116
2025-02-15,CompY,Widget D,37,1406
2025-05-27,CompZ,Widget B,46,1334
2025-08-26,CompZ,Widget C,42,1554
2025-10-13,CompZ,Widget D,46,1472
2025-08-26,CompY,Widget A,40,880
2025-04-28,CompX,Widget D,50,900
2025-01-17,CompZ,Widget C,10,290
2025-01-06,CompZ,Widget A,19,285
2025-07-05,CompY,Widget B,1,12
2025-03-23,CompY,Widget D,1,27
2025-12-25,CompZ,Widget D,19,798
2025-03-09,CompZ,Widget E,24,864
2025-09-08,CompY,Widget B,20,740
2025-09-02,CompY,Widget C,31,1271
2025-05-31,CompY,Widget A,48,1680
2025-04-15,CompX,Widget E,27,864
2025-03-30,CompX,Widget E,30,930
2025-11-08,CompZ,Widget C,5,205
2025-03-05,CompZ,Widget B,22,352
2025-05-12,CompZ,Widget E,30,1500
2025-05-09,CompZ,Widget B,13,572
2025-05-08,CompX,Widget E,28,756
2025-08-14,CompX,Widget E,24,1128
2025-12-28,CompX,Widget B,10,270
2025-03-20,CompZ,Widget C,22,484
2025-02-23,CompY,Widget D,30,570
2025-09-18,CompY,Widget E,14,658
2025-07-14,CompX,Widget E,13,598
2025-06-30,CompX,Widget E,32,736
2025-10-21,CompZ,Widget D,36,1152
2025-02-24,CompY,Widget B,22,1056
2025-06-06,CompZ,Widget C,49,1862
2025-03-21,CompY,Widget C,37,1739
2025-09-26,CompX,Widget E,23,736
2025-10-05,CompX,Widget B,33,1386
2025-12-18,CompX,Widget A,27,378
2025-06-23,CompY,Widget B,33,1617
2025-08-20,CompZ,Widget D,9,189
2025-10-19,CompX,Widget B,34,374
2025-05-02,CompY,Widget E,2,40
2025-08-09,CompY,Widget D,16,576
2025-09-07,CompX,Widget A,32,1408
2025-06-18,CompY,Widget C,8,176
2025-09-04,CompY,Widget E,27,513
2025-06-24,CompX,Widget E,8,320
2025-06-29,CompY,Widget A,43,946
2025-08-27,CompZ,Widget E,33,693
2025-06-22,CompX,Widget A,28,784
2025-09-22,CompX,Widget D,19,209
2025-08-24,CompZ,Widget A,27,1026
2025-08-25,CompX,Widget A,7,217
2025-10-24,CompY,Widget E,24,1104
2025-09-18,CompZ,Widget D,23,391
2025-08-27,CompX,Widget B,44,2112
2025-04-19,CompZ,Widget E,50,1300
2025-12-31,CompY,Widget D,38,1520
2025-01-09,CompY,Widget A,8,312
2025-05-30,CompY,Widget C,21,777
2025-09-11,CompY,Widget B,12,168
2025-01-24,CompY,Widget C,33,462
2025-11-20,CompY,Widget D,25,250
2025-03-07,CompY,Widget B,1,10
2025-10-29,CompY,Widget C,34,1020
2025-03-12,CompY,Widget C,30,780
2025-01-19,CompZ,Widget B,27,837
2025-05-28,CompX,Widget C,30,480
2025-09-20,CompX,Widget E,21,987
2025-03-30,CompX,Widget D,23,1104
2025-04-11,CompZ,Widget E,49,1421
2025-11-12,CompY,Widget C,29,1073
2025-01-18,CompY,Widget B,5,195
2025-05-24,CompZ,Widget E,6,162
2025-07-21,CompX,Widget D,38,1330
2025-06-26,CompZ,Widget D,31,651
2025-04-12,CompX,Widget C,17,612
2025-06-16,CompY,Widget B,42,1974
2025-01-26,CompY,Widget C,35,1435
2025-07-21,CompY,Widget A,7,203
2025-02-07,CompX,Widget D,22,858
2025-07-11,CompZ,Widget C,34,1496
2025-09-02,CompY,Widget E,40,1120
2025-04-16,CompZ,Widget C,34,782
2025-11-15,CompY,Widget C,8,248
2025-06-19,CompX,Widget C,27,783
2025-05-04,CompY,Widget C,7,245
2025-09-02,CompX,Widget D,20,980
2025-02-15,CompX,Widget A,42,756
2025-07-15,CompY,Widget E,17,663
2025-11-26,CompY,Widget A,22,1012
2025-12-17,CompX,Widget B,34,1054
2025-06-12,CompY,Widget B,12,600
2025-09-25,CompY,Widget C,22,858
2025-11-06,CompZ,Widget C,37,777
2025-11-13,CompX,Widget A,24,384
2025-06-27,CompX,Widget B,25,950
2025-05-13,CompX,Widget B,3,129
2025-02-21,CompX,Widget A,33,1419
2025-09-13,CompX,Widget E,45,1620
2025-10-14,CompY,Widget A,26,1092
2025-09-13,CompY,Widget C,27,864
2025-03-04,CompY,Widget E,39,1872
2025-05-01,CompZ,Widget E,48,1200
2025-09-05,CompZ,Widget A,48,2400
2025-03-04,CompX,Widget D,10,470
2025-08-13,CompZ,Widget A,44,924
2025-04-26,CompZ,Widget B,30,480
2025-11-28,CompY,Widget D,28,700
2025-03-06,CompY,Widget C,36,468
2025-08-21,CompZ,Widget B,29,348
2025-03-13,CompZ,Widget A,36,468
2025-10-18,CompY,Widget E,50,1150
2025-04-07,CompZ,Widget A,33,1287
2025-11-16,CompZ,Widget B,4,192
2025-12-23,CompY,Widget C,43,1247
2025-12-29,CompX,Widget D,9,189
2025-01-03,CompX,Widget A,29,957
2025-04-12,CompY,Widget E,20,1000
2025-09-13,CompY,Widget D,29,725
2025-01-12,CompX,Widget B,24,888
2025-04-24,CompY,Widget A,12,216
2025-03-22,CompY,Widget C,2,52
2025-02-07,CompY,Widget B,4,108
2025-01-22,CompX,Widget C,23,690
2025-07-02,CompY,Widget D,3,36
2025-09-05,CompZ,Widget B,12,240
2025-03-21,CompZ,Widget B,25,450
2025-05-07,CompY,Widget C,23,1081
2025-05-21,CompY,Widget A,2,46
2025-10-07,CompZ,Widget A,30,870
2025-06-19,CompX,Widget B,4,40
2025-01-03,CompY,Widget B,21,798
2025-11-09,CompY,Widget A,7,133
2025-03-09,CompY,Widget B,39,585
2025-02-24,CompY,Widget C,2,86
2025-11-12,CompX,Widget E,4,56
2025-03-06,CompZ,Widget E,10,380
2025-01-03,CompZ,Widget A,24,696
2025-02-02,CompZ,Widget D,21,1050
2025-06-16,CompY,Widget A,18,270
2025-03-01,CompX,Widget C,46,2024
2025-10-05,CompZ,Widget E,44,1408
2025-12-14,CompX,Widget E,34,1326
2025-07-18,CompZ,Widget D,40,1160
2025-02-10,CompY,Widget A,15,570
2025-12-03,CompY,Widget C,5,85
2025-12-07,CompX,Widget B,44,1320
2025-02-25,CompX,Widget C,18,252
2025-04-30,CompY,Widget C,40,1120
2025-06-13,CompX,Widget E,3,75
2025-11-26,CompZ,Widget D,5,185
2025-01-03,CompX,Widget C,31,651
2025-11-25,CompZ,Widget D,43,1677
2025-02-05,CompZ,Widget B,28,1288
2025-04-30,CompX,Widget D,39,1365
2025-07-18,CompZ,Widget D,45,540
2025-10-23,CompZ,Widget C,35,1575
2025-03-09,CompY,Widget E,36,540
2025-02-20,CompZ,Widget C,24,888
2025-10-14,CompZ,Widget C,16,640
2025-05-13,CompZ,Widget D,47,1645
2025-03-11,CompZ,Widget E,25,975
2025-04-09,CompX,Widget A,39,1833
2025-04-04,CompY,Widget B,47,1081
2025-02-11,CompZ,Widget D,49,1568
2025-04-23,CompY,Widget C,46,1150
2025-04-23,CompY,Widget C,5,235
2025-01-06,CompX,Widget D,26,364
2025-08-31,CompZ,Widget D,26,598
2025-05-18,CompX,Widget E,14,546
2025-05-02,CompZ,Widget A,20,560
2025-11-01,CompZ,Widget C,19,190
2025-10-21,CompX,Widget B,9,189
2025-10-03,CompX,Widget C,43,473
2025-10-01,CompX,Widget D,6,90
2025-01-13,CompY,Widget E,47,1175
2025-01-23,CompY,Widget C,6,228
2025-10-28,CompY,Widget D,6,288
2025-11-11,CompZ,Widget E,35,1715
2025-04-16,CompY,Widget E,40,680
2025-02-21,CompY,Widget A,6,258
2025-05-31,CompX,Widget C,38,608
2025-05-07,CompZ,Widget D,14,672
2025-11-14,CompY,Widget C,34,1598
2025-05-27,CompX,Widget A,18,576
2025-03-06,CompZ,Widget E,41,1804
2025-05-20,CompY,Widget A,17,340
2025-12-28,CompX,Widget A,2,34
2025-06-28,CompY,Widget E,35,490
2025-02-03,CompY,Widget B,24,696
2025-12-25,CompY,Widget E,19,513
2025-06-25,CompZ,Widget D,30,960
2025-02-18,CompX,Widget A,2,66
2025-10-27,CompY,Widget C,18,684
2025-09-23,CompY,Widget D,35,455
2025-05-30,CompY,Widget C,40,680
2025-11-08,CompX,Widget C,31,403
2025-03-12,CompX,Widget D,48,1104
2025-03-16,CompX,Widget C,3,123
2025-12-29,CompX,Widget C,6,288
2025-10-14,CompX,Widget E,22,990
2025-07-27,CompY,Widget A,28,1316
2025-06-09,CompX,Widget A,6,222
2025-07-29,CompY,Widget E,45,810
2025-07-03,CompZ,Widget A,34,578
2025-05-31,CompY,Widget D,15,255
2025-09-12,CompX,Widget C,50,1100
2025-10-22,CompX,Widget C,44,1100
2025-12-15,CompZ,Widget A,10,330
2025-10-12,CompX,Widget C,41,1845
2025-09-11,CompZ,Widget C,16,624
2025-12-05,CompY,Widget B,18,342
2025-01-13,CompZ,Widget E,2,58
2025-02-02,CompZ,Widget B,34,1394
2025-12-09,CompY,Widget E,9,342
2025-03-17,CompY,Widget C,28,308
2025-10-29,CompY,Widget C,40,1600
2025-05-30,CompZ,Widget B,17,578
2025-06-24,CompX,Widget E,34,850
2025-06-21,CompX,Widget C,10,110
2025-02-17,CompZ,Widget C,11,209
2025-06-03,CompX,Widget A,17,221
2025-10-15,CompZ,Widget A,20,720
2025-03-10,CompZ,Widget C,1,15
2025-10-16,CompX,Widget E,4,184
2025-03-07,CompY,Widget A,46,1748
2025-11-21,CompX,Widget D,20,360
2025-06-24,CompY,Widget B,14,392
2025-12-13,CompX,Widget E,9,369
2025-06-09,CompZ,Widget D,30,1170
2025-07-15,CompX,Widget A,46,2024
2025-10-28,CompY,Widget C,11,517
2025-07-25,CompZ,Widget A,25,950
2025-09-14,CompY,Widget B,24,1008
2025-02-07,CompY,Widget E,21,630
2025-04-11,CompZ,Widget B,2,36
2025-09-26,CompY,Widget D,9,144
2025-02-07,CompX,Widget C,28,1008
2025-06-24,CompX,Widget D,7,301
2025-11-19,CompZ,Widget E,34,1122
2025-07-08,CompX,Widget D,10,120
2025-03-21,CompX,Widget A,25,550
2025-11-28,CompY,Widget E,18,468
2025-01-28,CompX,Widget D,21,588
2025-10-13,CompX,Widget C,29,435
2025-07-22,CompZ,Widget A,46,2024
2025-05-22,CompY,Widget C,6,168
2025-08-07,CompZ,Widget A,25,1075
2025-03-09,CompZ,Widget E,1,39
2025-12-24,CompZ,Widget C,39,468
2025-04-18,CompY,Widget D,17,459
2025-12-02,CompX,Widget E,46,1196
2025-04-29,CompX,Widget C,35,560
2025-08-10,CompY,Widget B,10,200
2025-04-11,CompZ,Widget D,36,1476
2025-08-19,CompZ,Widget D,5,115
2025-11-09,CompY,Widget E,5,230
2025-11-12,CompZ,Widget A,5,160
2025-01-07,CompZ,Widget C,29,435
2025-04-01,CompZ,Widget C,47,1128
2025-11-01,CompX,Widget B,40,1560
2025-07-28,CompY,Widget E,20,660
2025-05-25,CompY,Widget E,33,1056
2025-11-20,CompX,Widget B,32,416
2025-09-18,CompY,Widget E,10,490
2025-12-01,CompX,Widget B,34,544
2025-12-19,CompX,Widget B,26,1066
2025-11-01,CompZ,Widget C,9,333
2025-11-11,CompY,Widget A,12,312
2025-10-01,CompZ,Widget D,48,1584
2025-06-01,CompX,Widget C,18,558
2025-03-27,CompZ,Widget C,43,516
2025-09-21,CompX,Widget C,13,546
2025-04-20,CompX,Widget D,26,1248
2025-05-06,CompX,Widget A,47,940
2025-09-17,CompX,Widget D,19,893
2025-06-12,CompZ,Widget C,35,805
2025-06-20,CompY,Widget C,24,912
2025-05-11,CompX,Widget C,28,784
2025-01-31,CompX,Widget C,25,375
2025-08-14,CompX,Widget E,4,180
2025-12-04,CompZ,Widget D,29,1305
2025-06-25,CompX,Widget A,18,288
2025-05-04,CompY,Widget C,38,1330
2025-04-13,CompX,Widget B,46,1426
2025-01-21,CompZ,Widget C,16,304
2025-09-05,CompY,Widget C,50,1800
2025-03-24,CompX,Widget A,24,1008
2025-12-22,CompZ,Widget B,26,442
2025-08-04,CompX,Widget B,9,369
2025-09-06,CompZ,Widget C,25,475
2025-03-25,CompZ,Widget E,48,1968
2025-07-26,CompY,Widget E,8,88
2025-12-31,CompY,Widget A,42,1302
2025-03-10,CompZ,Widget B,19,228
2025-03-23,CompZ,Widget E,23,1104
2025-07-31,CompX,Widget A,49,1911
2025-12-12,CompZ,Widget C,26,598
2025-09-27,CompX,Widget C,9,378
2025-11-11,CompX,Widget D,25,875
2025-04-09,CompX,Widget D,26,728
2025-07-24,CompZ,Widget D,32,1568
2025-07-22,CompY,Widget A,27,1053
2025-10-30,CompZ,Widget D,13,130
2025-07-30,CompY,Widget B,20,880
2025-10-15,CompZ,Widget E,22,814
2025-06-29,CompX,Widget D,45,945
2025-06-01,CompZ,Widget D,34,1088
2025-04-20,CompY,Widget D,40,440
2025-05-26,CompX,Widget A,47,846
2025-07-04,CompX,Widget E,31,1023
2025-06-18,CompX,Widget D,3,51
2025-04-05,CompY,Widget D,25,500
2025-10-13,CompY,Widget E,17,442
2025-08-27,CompX,Widget C,1,50
2025-12-29,CompZ,Widget D,21,441
2025-08-07,CompY,Widget B,10,320
2025-12-20,CompY,Widget D,23,874
2025-05-20,CompY,Widget E,44,2112
2025-07-27,CompX,Widget B,24,336
2025-03-09,CompX,Widget D,42,1932
2025-02-09,CompZ,Widget B,32,1504
2025-07-23,CompX,Widget B,23,1104
2025-01-03,CompZ,Widget B,3,87
2025-03-16,CompY,Widget A,28,336
2025-08-30,CompX,Widget D,37,407
2025-03-02,CompY,Widget B,17,323
2025-07-12,CompY,Widget A,31,1550
2025-12-29,CompX,Widget E,30,300
2025-08-14,CompY,Widget C,44,1276
2025-01-10,CompZ,Widget A,41,533
2025-08-22,CompZ,Widget D,10,450
2025-07-05,CompX,Widget E,43,860
2025-05-26,CompZ,Widget E,29,551
2025-05-24,CompX,Widget C,50,2500
2025-10-20,CompX,Widget E,47,2256
2025-11-04,CompX,Widget D,11,132
2025-11-26,CompZ,Widget E,26,442
2025-09-13,CompY,Widget E,19,285
2025-05-28,CompX,Widget B,2,70
2025-09-15,CompY,Widget C,32,1216
2025-06-01,CompY,Widget A,40,1240
2025-09-15,CompX,Widget D,13,312
2025-06-02,CompX,Widget D,28,812
2025-03-25,CompY,Widget A,10,400
2025-04-01,CompZ,Widget E,40,1200
2025-07-01,CompY,Widget D,33,660
2025-09-11,CompY,Widget A,32,480
2025-06-15,CompX,Widget B,46,782
2025-04-27,CompX,Widget B,9,135
2025-03-11,CompZ,Widget B,26,520
2025-02-19,CompY,Widget C,31,1271
2025-05-09,CompX,Widget E,21,672
2025-11-30,CompZ,Widget C,6,156
2025-08-18,CompY,Widget A,1,36
2025-06-28,CompY,Widget A,48,1488
2025-07-16,CompZ,Widget B,4,196
2025-12-21,CompY,Widget A,7,182
2025-11-18,CompX,Widget D,35,1365
2025-12-27,CompZ,Widget A,11,352
2025-11-07,CompZ,Widget D,31,930
2025-09-03,CompZ,Widget B,22,242
2025-08-23,CompX,Widget A,32,1312
2025-05-11,CompY,Widget E,20,720
2025-07-17,CompY,Widget C,45,495
2025-01-08,CompY,Widget E,33,462
2025-04-01,CompY,Widget C,44,924
2025-10-31,CompY,Widget B,25,1175
2025-06-29,CompX,Widget E,14,560
2025-01-07,CompX,Widget D,38,1710
2025-11-29,CompX,Widget B,47,2303
2025-10-14,CompY,Widget D,24,240
2025-08-14,CompY,Widget D,37,1073
2025-06-17,CompZ,Widget D,25,575
2025-10-24,CompZ,Widget B,22,748
2025-11-06,CompX,Widget A,41,902
2025-04-29,CompX,Widget B,43,946
2025-07-12,CompZ,Widget C,23,506
2025-09-17,CompZ,Widget E,11,385
2025-08-13,CompX,Widget A,23,943
2025-06-23,CompY,Widget C,44,1628
2025-05-06,CompY,Widget B,49,2058
2025-06-24,CompY,Widget C,38,760
2025-12-05,CompY,Widget C,30,1380
2025-09-04,CompX,Widget B,33,1188
2025-02-28,CompY,Widget D,43,1161
2025-08-06,CompY,Widget B,34,850
2025-08-25,CompZ,Widget B,10,410
2025-05-28,CompZ,Widget A,16,448
2025-08-29,CompZ,Widget C,41,861
2025-04-18,CompX,Widget A,41,533
2025-03-12,CompY,Widget A,47,2209
2025-01-04,CompZ,Widget D,40,1400
2025-10-22,CompZ,Widget A,15,315
2025-07-31,CompZ,Widget E,45,630
2025-04-09,CompX,Widget B,23,1035
2025-01-09,CompY,Widget A,34,442
2025-08-06,CompX,Widget C,9,423
2025-11-03,CompZ,Widget C,12,288
2025-11-26,CompZ,Widget E,2,94
2025-03-28,CompZ,Widget A,26,312
2025-09-16,CompX,Widget E,11,110
2025-06-01,CompZ,Widget C,8,80
2025-09-17,CompX,Widget A,8,160
2025-08-09,CompY,Widget E,33,759
2025-11-10,CompX,Widget A,6,72
2025-06-08,CompX,Widget A,41,1189
2025-04-07,CompX,Widget C,11,242
2025-08-30,CompY,Widget D,24,1200
2025-11-04,CompZ,Widget D,31,465
2025-02-05,CompX,Widget C,37,481
2025-01-09,CompX,Widget B,17,170
2025-06-04,CompX,Widget C,33,1287
2025-03-20,CompZ,Widget A,29,1276
2025-08-15,CompZ,Widget D,12,480
2025-11-23,CompY,Widget B,27,1296
2025-04-01,CompZ,Widget B,49,980
2025-01-25,CompY,Widget E,30,750
2025-12-19,CompZ,Widget E,14,546
2025-03-13,CompZ,Widget B,20,300
2025-11-04,CompZ,Widget E,3,54
2025-12-06,CompY,Widget B,13,169
2025-07-18,CompX,Widget A,3,42
2025-09-27,CompX,Widget C,5,230
2025-10-17,CompZ,Widget E,31,496
2025-02-14,CompZ,Widget D,6,120
2025-10-18,CompX,Widget B,8,112
2025-04-30,CompY,Widget B,40,1840
2025-10-09,CompZ,Widget B,15,615
2025-02-12,CompZ,Widget C,8,360
2025-09-02,CompX,Widget B,49,1372
2025-10-06,CompZ,Widget C,2,58
2025-08-24,CompY,Widget B,21,1050
2025-11-22,CompY,Widget B,50,1600
2025-07-17,CompX,Widget B,16,416
2025-05-09,CompX,Widget B,12,576
2025-11-05,CompX,Widget D,38,646
2025-06-08,CompZ,Widget D,27,1188
2025-11-10,CompX,Widget B,18,180
2025-10-12,CompX,Widget C,47,517
2025-01-12,CompZ,Widget C,48,2400
2025-08-31,CompZ,Widget A,41,697
2025-06-17,CompX,Widget E,16,592
2025-12-13,CompY,Widget A,46,460
2025-07-10,CompY,Widget B,20,440
2025-09-14,CompZ,Widget A,17,578
2025-04-23,CompZ,Widget E,33,561
2025-09-06,CompX,Widget D,8,144
2025-04-09,CompX,Widget B,50,550
2025-05-08,CompX,Widget C,20,660
2025-11-22,CompY,Widget A,12,264
2025-05-04,CompX,Widget B,23,782
2025-01-20,CompZ,Widget B,35,1505
2025-07-01,CompZ,Widget A,18,738
2025-03-05,CompX,Widget E,26,286
2025-01-26,CompX,Widget E,7,294
2025-01-18,CompX,Widget B,17,187
2025-12-25,CompZ,Widget A,12,264
2025-11-25,CompY,Widget C,36,1404
2025-01-11,CompY,Widget D,5,215
2025-02-21,CompZ,Widget A,28,1204
2025-11-02,CompZ,Widget B,23,575
2025-11-06,CompY,Widget A,33,858
2025-10-27,CompZ,Widget B,38,1368
2025-07-08,CompX,Widget A,33,594
2025-08-22,CompY,Widget B,49,931
2025-08-12,CompX,Widget E,41,2050
2025-11-18,CompY,Widget B,1,17
2025-07-12,CompY,Widget B,21,294
2025-03-23,CompX,Widget A,21,567
2025-06-22,CompX,Widget D,4,64
2025-11-09,CompX,Widget A,40,400
2025-09-09,CompZ,Widget E,6,138
2025-05-12,CompX,Widget D,23,736
2025-05-14,CompY,Widget E,2,94
2025-12-13,CompZ,Widget B,43,946
2025-06-13,CompZ,Widget A,6,276
2025-09-28,CompX,Widget B,2,52
2025-03-31,CompY,Widget A,20,920
2025-08-20,CompZ,Widget A,48,1536
2025-12-31,CompY,Widget C,19,285
2025-11-30,CompZ,Widget C,28,1036
2025-04-03,CompY,Widget C,17,833
2025-10-29,CompY,Widget A,42,1344
2025-05-19,CompY,Widget A,38,1406
2025-08-25,CompX,Widget E,38,1292
2025-05-27,CompZ,Widget C,39,1248
2025-06-12,CompZ,Widget B,24,1200
2025-07-24,CompX,Widget A,49,1470
2025-10-10,CompZ,Widget A,39,1248
2025-01-23,CompY,Widget C,40,760
2025-02-18,CompZ,Widget C,37,1591
2025-12-18,CompX,Widget A,19,247
2025-06-02,CompZ,Widget B,6,192
2025-07-19,CompX,Widget B,9,135
2025-05-17,CompY,Widget E,36,576
2025-08-05,CompY,Widget E,15,615
2025-08-16,CompY,Widget B,16,480
2025-03-30,CompX,Widget B,30,1080
2025-09-07,CompZ,Widget E,12,180
2025-01-05,CompX,Widget D,41,1640
2025-07-24,CompZ,Widget E,29,638
2025-06-22,CompZ,Widget B,45,1845
2025-02-20,CompX,Widget A,40,1240
2025-12-09,CompY,Widget B,22,836
2025-11-12,CompY,Widget A,33,891
2025-06-01,CompY,Widget D,38,798
2025-05-26,CompZ,Widget B,27,297
2025-04-19,CompY,Widget B,5,170
2025-04-29,CompY,Widget D,28,644
2025-05-30,CompX,Widget E,37,1554
2025-02-15,CompZ,Widget C,1,25
2025-06-24,CompZ,Widget A,7,189
2025-02-12,CompX,Widget A,31,713
2025-05-05,CompY,Widget E,16,480
2025-01-20,CompX,Widget A,2,98
2025-09-17,CompX,Widget C,2,76
2025-01-05,CompY,Widget B,28,280
2025-03-26,CompY,Widget B,46,2254
2025-04-15,CompX,Widget E,17,833
2025-10-25,CompY,Widget A,5,240
2025-07-23,CompX,Widget E,32,512
2025-04-07,CompY,Widget E,26,988
2025-05-01,CompX,Widget E,27,1107
2025-03-04,CompY,Widget C,36,1620
2025-06-17,CompY,Widget E,27,864
2025-01-13,CompX,Widget D,48,672
2025-11-30,CompZ,Widget A,27,459
2025-07-21,CompX,Widget A,24,480
2025-10-11,CompY,Widget C,37,1702
2025-09-09,CompZ,Widget C,6,186
2025-12-31,CompX,Widget B,15,630
2025-06-27,CompX,Widget D,16,336
2025-08-05,CompX,Widget C,48,1056
2025-05-07,CompZ,Widget C,34,1156
2025-05-07,CompX,Widget A,14,140
2025-10-13,CompZ,Widget A,27,486
2025-01-29,CompZ,Widget E,44,2156
2025-12-13,CompY,Widget A,28,980
2025-08-01,CompY,Widget B,48,2352
2025-12-17,CompZ,Widget E,14,266
2025-05-08,CompZ,Widget A,35,805
2025-09-03,CompX,Widget D,29,406
2025-12-24,CompY,Widget A,8,384
2025-06-10,CompY,Widget D,34,1428
2025-04-21,CompX,Widget C,48,480
2025-11-21,CompY,Widget B,7,77
2025-10-30,CompY,Widget E,11,418
2025-11-16,CompY,Widget A,44,1276
2025-11-30,CompX,Widget A,3,60
2025-11-02,CompZ,Widget A,8,232
2025-04-10,CompY,Widget D,44,2068
2025-05-01,CompZ,Widget B,28,1036
2025-03-13,CompX,Widget C,5,205
2025-01-15,CompY,Widget D,4,48
2025-12-08,CompZ,Widget A,21,840
2025-02-24,CompY,Widget D,36,396
2025-06-14,CompZ,Widget D,48,1872
2025-06-29,CompX,Widget A,47,1128
2025-03-15,CompX,Widget E,12,552
2025-10-24,CompZ,Widget E,14,252
2025-08-17,CompX,Widget E,5,210
2025-03-26,CompY,Widget C,18,270
2025-08-28,CompZ,Widget B,6,294
2025-09-20,CompZ,Widget C,31,775
2025-12-01,CompY,Widget C,22,594
2025-10-11,CompX,Widget B,5,155
2025-01-16,CompY,Widget A,12,492
2025-12-27,CompX,Widget B,24,792
2025-09-02,CompX,Widget C,25,550
2025-09-10,CompY,Widget B,11,440
2025-02-26,CompY,Widget D,17,561
2025-02-24,CompY,Widget C,36,1224
2025-05-30,CompY,Widget D,44,1452
2025-04-06,CompZ,Widget D,39,1872
2025-07-29,CompZ,Widget C,23,575
2025-01-26,CompY,Widget C,26,988
2025-12-06,CompY,Widget D,18,864
2025-03-08,CompX,Widget A,46,1058
2025-08-04,CompZ,Widget C,49,2401
2025-12-05,CompX,Widget B,17,306
2025-09-30,CompX,Widget B,5,175
2025-03-16,CompX,Widget D,49,1715
2025-12-22,CompX,Widget C,49,1372
2025-12-30,CompZ,Widget B,28,308
2025-08-30,CompZ,Widget E,10,440
2025-02-14,CompX,Widget B,24,864
2025-05-20,CompX,Widget A,50,1700
2025-08-13,CompZ,Widget E,26,286
2025-10-01,CompY,Widget B,42,1344
